ACCIDENT_NO,SURFACE_COND_DESC,SURFACE_INDEX
T20120026203,Dry,1.0
T20120026204,Dry,1.0
T20120026206,Dry,1.0
T20120026207,Dry,1.0
T20120026209,Dry,1.0
T20120026210,Dry,1.0
T20120026211,Dry,1.0
T20120026213,Dry,1.0
T20120026216,Dry,1.0
T20120026220,Dry,1.0
T20120026223,Dry,1.0
T20120026228,Dry,1.0
T20120026229,Dry,1.0
T20120026230,Dry,1.0
T20120026231,Dry,1.0
T20120026232,Dry,1.0
T20120026236,Dry,1.0
T20120026242,Dry,1.0
T20120026243,Dry,1.0
T20120026244,Dry,1.0
T20120026245,Dry,1.0
T20120026246,Dry,1.0
T20120026248,Dry,1.0
T20120026249,Dry,1.0
T20120026252,Wet,2.0
T20120026256,Muddy,3.0
T20120026258,Dry,1.0
T20120026259,Wet,2.0
T20120026260,Dry,1.0
T20120026261,Dry,1.0
T20120026263,Dry,1.0
T20120026265,Dry,1.0
T20120026267,Dry,1.0
T20120026268,Dry,1.0
T20120026269,Dry,1.0
T20120026272,Dry,1.0
T20120026273,Dry,1.0
T20120026275,Dry,1.0
T20120026276,Dry,1.0
T20120026278,Dry,1.0
T20120026279,Dry,1.0
T20120026282,Dry,1.0
T20120026283,Dry,1.0
T20120026285,Dry,1.0
T20120026288,Dry,1.0
T20120026289,Dry,1.0
T20120026291,Dry,1.0
T20120026293,Dry,1.0
T20120026294,Dry,1.0
T20120026295,Dry,1.0
T20120026296,Dry,1.0
T20120026298,Dry,1.0
T20120026299,Dry,1.0
T20120026308,Dry,1.0
T20120026315,Dry,1.0
T20120026319,Dry,1.0
T20120026321,Dry,1.0
T20120026324,Dry,1.0
T20120026327,Dry,1.0
T20120026329,Dry,1.0
T20120026331,Dry,1.0
T20120026333,Dry,1.0
T20120026336,Dry,1.0
T20120026338,Dry,1.0
T20120026339,Dry,1.0
T20120026340,Dry,1.0
T20120026342,Dry,1.0
T20120026347,Dry,1.0
T20120026349,Dry,1.0
T20120026350,Dry,1.0
T20120026354,Dry,1.0
T20120026357,Dry,1.0
T20120026360,Dry,1.0
T20120026361,Dry,1.0
T20120026362,Dry,1.0
T20120026363,Dry,1.0
T20120026365,Dry,1.0
T20120026368,Dry,1.0
T20120026369,Dry,1.0
T20120026370,Dry,1.0
T20120026373,Wet,2.0
T20120026375,Dry,1.0
T20120026385,Dry,1.0
T20120026386,Dry,1.0
T20120026387,Dry,1.0
T20120026388,Dry,1.0
T20120026393,Dry,1.0
T20120026397,Dry,1.0
T20120026401,Dry,1.0
T20120026403,Dry,1.0
T20120026405,Dry,1.0
T20120026407,Dry,1.0
T20120026409,"Dry, Icy",3.67
T20120026411,Dry,1.0
T20120026419,Dry,1.0
T20120026423,Dry,1.0
T20120026424,Dry,1.0
T20120026425,Dry,1.0
T20120026426,Dry,1.0
T20120026427,Dry,1.0
T20120026431,Dry,1.0
T20120026433,Dry,1.0
T20120026437,Dry,1.0
T20120026438,Dry,1.0
T20120026439,Dry,1.0
T20120026440,Dry,1.0
T20120026442,Dry,1.0
T20120026443,Dry,1.0
T20120026444,Dry,1.0
T20120026447,Dry,1.0
T20120026449,Dry,1.0
T20120026450,Dry,1.0
T20120026451,Dry,1.0
T20120026453,Dry,1.0
T20120026459,Dry,1.0
T20120026460,Dry,1.0
T20120026461,Dry,1.0
T20120026463,Dry,1.0
T20120026465,Dry,1.0
T20120026466,Dry,1.0
T20120026469,Dry,1.0
T20120026472,Dry,1.0
T20120026473,Dry,1.0
T20120026474,Dry,1.0
T20120026475,Dry,1.0
T20120026476,Dry,1.0
T20120026477,Dry,1.0
T20120026480,Dry,1.0
T20120026481,Dry,1.0
T20120026485,Dry,1.0
T20120026488,Dry,1.0
T20120026489,Dry,1.0
T20120026490,"Wet, Icy",4.0
T20120026492,Dry,1.0
T20120026495,Dry,1.0
T20120026501,Dry,1.0
T20120026502,Dry,1.0
T20120026503,Dry,1.0
T20120026504,Dry,1.0
T20120026506,Dry,1.0
T20120026511,Dry,1.0
T20120026512,Dry,1.0
T20120026513,Dry,1.0
T20120026514,Dry,1.0
T20120026517,Dry,1.0
T20120026518,Wet,2.0
T20120026519,Dry,1.0
T20120026522,Dry,1.0
T20120026523,Dry,1.0
T20120026524,Dry,1.0
T20120026529,Dry,1.0
T20120026530,Dry,1.0
T20120026535,Wet,2.0
T20120026536,Dry,1.0
T20120026537,Dry,1.0
T20120026538,Dry,1.0
T20120026541,Dry,1.0
T20120026544,Wet,2.0
T20120026550,Wet,2.0
T20120026552,Wet,2.0
T20120026554,Dry,1.0
T20120026556,Dry,1.0
T20120026557,Wet,2.0
T20120026558,Wet,2.0
T20120026559,Wet,2.0
T20120026561,Wet,2.0
T20120026563,Wet,2.0
T20120026564,Wet,2.0
T20120026566,Wet,2.0
T20120026567,Wet,2.0
T20120026571,Dry,1.0
T20120026573,Wet,2.0
T20120026574,Wet,2.0
T20120026576,Dry,1.0
T20120026578,Wet,2.0
T20120026580,Wet,2.0
T20120026583,Dry,1.0
T20120026585,Wet,2.0
T20120026587,Dry,1.0
T20120026588,Wet,2.0
T20120026595,Wet,2.0
T20120026596,Wet,2.0
T20120026597,Wet,2.0
T20120026601,Dry,1.0
T20120026602,Dry,1.0
T20120026603,Wet,2.0
T20120026607,Dry,1.0
T20120026608,Dry,1.0
T20120026609,Dry,1.0
T20120026611,Dry,1.0
T20120026612,Dry,1.0
T20120026614,Wet,2.0
T20120026616,Dry,1.0
T20120026621,Dry,1.0
T20120026623,Dry,1.0
T20120026624,Dry,1.0
T20120026625,Dry,1.0
T20120026630,Dry,1.0
T20120026631,Dry,1.0
T20120026632,Dry,1.0
T20120026635,Dry,1.0
T20120026637,Dry,1.0
T20120026638,Dry,1.0
T20120026640,Dry,1.0
T20120026641,Dry,1.0
T20120026643,Dry,1.0
T20120026648,Dry,1.0
T20120026650,Dry,1.0
T20120026652,Dry,1.0
T20120026653,Dry,1.0
T20120026655,Dry,1.0
T20120026657,Dry,1.0
T20120026659,Dry,1.0
T20120026660,Dry,1.0
T20120026663,Dry,1.0
T20120026668,Wet,2.0
T20120026669,Dry,1.0
T20120026670,Dry,1.0
T20120026672,Dry,1.0
T20120026673,Dry,1.0
T20120026675,Dry,1.0
T20120026678,Dry,1.0
T20120026680,Dry,1.0
T20120026681,Dry,1.0
T20120026683,Dry,1.0
T20120026685,Dry,1.0
T20120026686,Dry,1.0
T20120026687,Dry,1.0
T20120026689,Dry,1.0
T20120026691,Dry,1.0
T20120026693,Dry,1.0
T20120026694,Dry,1.0
T20120026695,Dry,1.0
T20120026699,Dry,1.0
T20120026701,Dry,1.0
T20120026702,Dry,1.0
T20120026707,Dry,1.0
T20120026708,Dry,1.0
T20120026711,Dry,1.0
T20120026713,Dry,1.0
T20120026715,Dry,1.0
T20120026717,Dry,1.0
T20120026718,Dry,1.0
T20120026719,Dry,1.0
T20120026721,Dry,1.0
T20120026723,Dry,1.0
T20120026725,Dry,1.0
T20120026729,Dry,1.0
T20120026731,Dry,1.0
T20120026732,Dry,1.0
T20120026734,Dry,1.0
T20120026735,Wet,2.0
T20120026739,Dry,1.0
T20120026740,Dry,1.0
T20120026743,Dry,1.0
T20120026752,Dry,1.0
T20120026756,Dry,1.0
T20120026757,Dry,1.0
T20120026759,Dry,1.0
T20120026760,Dry,1.0
T20120026762,Dry,1.0
T20120026763,Dry,1.0
T20120026765,Dry,1.0
T20120026767,Dry,1.0
T20120026769,Dry,1.0
T20120026772,Dry,1.0
T20120026774,Dry,1.0
T20120026776,Dry,1.0
T20120026779,Dry,1.0
T20120026780,Dry,1.0
T20120026782,Dry,1.0
T20120026784,Dry,1.0
T20120026785,Dry,1.0
T20120026787,Dry,1.0
T20120026788,Dry,1.0
T20120026792,Dry,1.0
T20120026798,Dry,1.0
T20120026799,Dry,1.0
T20120026800,Dry,1.0
T20120026801,Dry,1.0
T20120026803,Wet,2.0
T20120026804,Dry,1.0
T20120026807,Dry,1.0
T20120026809,Dry,1.0
T20120026812,Wet,2.0
T20120026813,Dry,1.0
T20120026814,Dry,1.0
T20120026815,Dry,1.0
T20120026818,Dry,1.0
T20120026822,Dry,1.0
T20120026825,Dry,1.0
T20120026826,Dry,1.0
T20120026827,Dry,1.0
T20120026833,Dry,1.0
T20120026838,Dry,1.0
T20120026840,Dry,1.0
T20120026841,Dry,1.0
T20120026844,Dry,1.0
T20120026845,Dry,1.0
T20120026846,Dry,1.0
T20120026847,Dry,1.0
T20120026849,Dry,1.0
T20120026852,Dry,1.0
T20120026855,Dry,1.0
T20120026856,Dry,1.0
T20120026859,Dry,1.0
T20120026862,Dry,1.0
T20120026863,Dry,1.0
T20120026864,Dry,1.0
T20120026866,Dry,1.0
T20120026867,Dry,1.0
T20120026871,Dry,1.0
T20120026872,Dry,1.0
T20120026874,Dry,1.0
T20120026877,Dry,1.0
T20120026880,Dry,1.0
T20120026881,Dry,1.0
T20120026882,Dry,1.0
T20120026885,Dry,1.0
T20120026886,Dry,1.0
T20120026887,Dry,1.0
T20120026888,Dry,1.0
T20120026890,Dry,1.0
T20120026892,Dry,1.0
T20120026895,Dry,1.0
T20120026900,Dry,1.0
T20120026905,Dry,1.0
T20120026906,Wet,2.0
T20120026907,Dry,1.0
T20120026911,Wet,2.0
T20120026913,Dry,1.0
T20120026914,Dry,1.0
T20120026915,Dry,1.0
T20120026917,Wet,2.0
T20120026918,Dry,1.0
T20120026921,Dry,1.0
T20120026925,Dry,1.0
T20120026927,Dry,1.0
T20120026928,Wet,2.0
T20120026930,Dry,1.0
T20120026932,Dry,1.0
T20120026934,Dry,1.0
T20120026937,Dry,1.0
T20120026939,Dry,1.0
T20120026941,Dry,1.0
T20120026944,Dry,1.0
T20120026946,Dry,1.0
T20120026947,Dry,1.0
T20120026950,Dry,1.0
T20120026951,Dry,1.0
T20120026952,Dry,1.0
T20120026953,Dry,1.0
T20120026954,Dry,1.0
T20120026956,Dry,1.0
T20120026963,Dry,1.0
T20120026966,Wet,2.0
T20120026969,Wet,2.0
T20120026970,Dry,1.0
T20120026977,Wet,2.0
T20120026979,Wet,2.0
T20120026980,Dry,1.0
T20120026981,Dry,1.0
T20120026982,Dry,1.0
T20120026987,Wet,2.0
T20120026988,Dry,1.0
T20120026990,Dry,1.0
T20120026991,Dry,1.0
T20120026992,Wet,2.0
T20120026993,Dry,1.0
T20120026994,Dry,1.0
T20120026997,Dry,1.0
T20120026998,Dry,1.0
T20120027001,Dry,1.0
T20120027005,Dry,1.0
T20120027006,Dry,1.0
T20120027007,Dry,1.0
T20120027009,Dry,1.0
T20120027011,Dry,1.0
T20120027012,Dry,1.0
T20120027014,Dry,1.0
T20120027017,Dry,1.0
T20120027018,Dry,1.0
T20120027023,Dry,1.0
T20120027027,Dry,1.0
T20120027029,Dry,1.0
T20120027032,Dry,1.0
T20120027033,Dry,1.0
T20120027034,Dry,1.0
T20120027035,Dry,1.0
T20120027037,Dry,1.0
T20120027039,Dry,1.0
T20120027040,Dry,1.0
T20120027041,Dry,1.0
T20120027044,Dry,1.0
T20120027049,Dry,1.0
T20120027051,Dry,1.0
T20120027053,Dry,1.0
T20120027055,Dry,1.0
T20120027057,Dry,1.0
T20120027065,Dry,1.0
T20120027075,Dry,1.0
T20120027078,Dry,1.0
T20120027086,Dry,1.0
T20120027088,Dry,1.0
T20120027089,Dry,1.0
T20120027092,Dry,1.0
T20120027094,Dry,1.0
T20120027097,Dry,1.0
T20120027100,Dry,1.0
T20120027101,Dry,1.0
T20120027105,Dry,1.0
T20120027106,Dry,1.0
T20120027108,Dry,1.0
T20120027110,Dry,1.0
T20120027114,Dry,1.0
T20120027117,Dry,1.0
T20120027118,Dry,1.0
T20120027119,Dry,1.0
T20120027122,Dry,1.0
T20120027126,Wet,2.0
T20120027127,Dry,1.0
T20120027128,Dry,1.0
T20120027133,Dry,1.0
T20120027136,Dry,1.0
T20120027137,Dry,1.0
T20120027141,Dry,1.0
T20120027143,Dry,1.0
T20120027144,Wet,2.0
T20120027145,Wet,2.0
T20120027151,Dry,1.0
T20120027153,Wet,2.0
T20120027155,Dry,1.0
T20120027157,Dry,1.0
T20120027159,Wet,2.0
T20120027162,Dry,1.0
T20120027165,Dry,1.0
T20120027166,Dry,1.0
T20120027167,Wet,2.0
T20120027169,Dry,1.0
T20120027171,Dry,1.0
T20120027178,Dry,1.0
T20120027180,Dry,1.0
T20120027181,Dry,1.0
T20120027182,Dry,1.0
T20120027184,Dry,1.0
T20120027185,Dry,1.0
T20120027186,Dry,1.0
T20120027189,Dry,1.0
T20120027190,Dry,1.0
T20120027191,Dry,1.0
T20120027195,Dry,1.0
T20120027197,Wet,2.0
T20120027201,Dry,1.0
T20120027204,Dry,1.0
T20120027215,Dry,1.0
T20120027218,Wet,2.0
T20120027220,Dry,1.0
T20120027221,Dry,1.0
T20120027222,Wet,2.0
T20120027225,Wet,2.0
T20120027227,Wet,2.0
T20120027231,Dry,1.0
T20120027237,Dry,1.0
T20120027238,Dry,1.0
T20120027243,Dry,1.0
T20120027244,Dry,1.0
T20120027248,Dry,1.0
T20120027250,Dry,1.0
T20120027254,Wet,2.0
T20120027256,Dry,1.0
T20120027257,Dry,1.0
T20120027258,Dry,1.0
T20120027262,Dry,1.0
T20120027265,Dry,1.0
T20120027267,Dry,1.0
T20120027268,Dry,1.0
T20120027271,Dry,1.0
T20120027272,Dry,1.0
T20120027276,Dry,1.0
T20120027278,Dry,1.0
T20120027279,Dry,1.0
T20120027280,Dry,1.0
T20120027281,Dry,1.0
T20120027284,Dry,1.0
T20120027285,Dry,1.0
T20120027287,Dry,1.0
T20120027288,Dry,1.0
T20120027289,Dry,1.0
T20120027290,Dry,1.0
T20120027293,Dry,1.0
T20120027295,Dry,1.0
T20120027297,Wet,2.0
T20120027300,Wet,2.0
T20120027303,Dry,1.0
T20120027306,Dry,1.0
T20120027307,Dry,1.0
T20120027308,Wet,2.0
T20120027309,Dry,1.0
T20120027311,Dry,1.0
T20120027317,Dry,1.0
T20120027319,Dry,1.0
T20120027320,Dry,1.0
T20120027321,Dry,1.0
T20120027323,Dry,1.0
T20120027325,Dry,1.0
T20120027326,Wet,2.0
T20120027329,Dry,1.0
T20120027331,Dry,1.0
T20120027332,Dry,1.0
T20120027333,Wet,2.0
T20120027334,Dry,1.0
T20120027335,Dry,1.0
T20120027337,Dry,1.0
T20120027338,Dry,1.0
T20120027341,Dry,1.0
T20120027342,Dry,1.0
T20120027343,Dry,1.0
T20120027346,Dry,1.0
T20120027347,Dry,1.0
T20120027348,Dry,1.0
T20120027349,Dry,1.0
T20120027353,Dry,1.0
T20120027355,Dry,1.0
T20120027356,Dry,1.0
T20120027358,Dry,1.0
T20120027363,Dry,1.0
T20120027370,Dry,1.0
T20120027371,Dry,1.0
T20120027372,Dry,1.0
T20120027373,Dry,1.0
T20120027374,Dry,1.0
T20120027375,Dry,1.0
T20120027377,Wet,2.0
T20120027378,Dry,1.0
T20120027381,Dry,1.0
T20120027383,Dry,1.0
T20120027386,Dry,1.0
T20120027389,Dry,1.0
T20120027390,Dry,1.0
T20120027395,Dry,1.0
T20120027399,Dry,1.0
T20120027401,Dry,1.0
T20120027402,Dry,1.0
T20120027403,Wet,2.0
T20120027405,Dry,1.0
T20120027407,Dry,1.0
T20120027408,Dry,1.0
T20120027409,Dry,1.0
T20120027410,Dry,1.0
T20120027411,Dry,1.0
T20120027412,Dry,1.0
T20120027413,Dry,1.0
T20120027416,Dry,1.0
T20120027417,Dry,1.0
T20120027422,Dry,1.0
T20120027426,Dry,1.0
T20120027427,Dry,1.0
T20120027432,Dry,1.0
T20120027435,Dry,1.0
T20120027436,Dry,1.0
T20120027437,Wet,2.0
T20120027440,Dry,1.0
T20120027441,Dry,1.0
T20120027444,Dry,1.0
T20120027447,Dry,1.0
T20120027448,Dry,1.0
T20120027452,Dry,1.0
T20120027453,Dry,1.0
T20120027458,Dry,1.0
T20120027460,Dry,1.0
T20120027461,Dry,1.0
T20120027462,Dry,1.0
T20120027464,Dry,1.0
T20120027465,Dry,1.0
T20120027466,Dry,1.0
T20120027467,Dry,1.0
T20120027468,Dry,1.0
T20120027470,Dry,1.0
T20120027471,Dry,1.0
T20120027473,Dry,1.0
T20120027477,Dry,1.0
T20120027478,Wet,2.0
T20120027479,Dry,1.0
T20120027481,Dry,1.0
T20120027482,Dry,1.0
T20120027483,Dry,1.0
T20120027484,Dry,1.0
T20120027485,Dry,1.0
T20120027487,Dry,1.0
T20120027488,Dry,1.0
T20120027490,Dry,1.0
T20120027491,Dry,1.0
T20120027492,Dry,1.0
T20120027494,Dry,1.0
T20120027499,Dry,1.0
T20120027500,Dry,1.0
T20120027502,Dry,1.0
T20120027507,Dry,1.0
T20120027508,Dry,1.0
T20120027514,Dry,1.0
T20120027515,Dry,1.0
T20120027522,Dry,1.0
T20120027523,Dry,1.0
T20120027528,Dry,1.0
T20120027529,Dry,1.0
T20120027531,Dry,1.0
T20120027532,Dry,1.0
T20120027537,Dry,1.0
T20120027539,Wet,2.0
T20120027540,Dry,1.0
T20120027542,Dry,1.0
T20120027543,Dry,1.0
T20120027544,Dry,1.0
T20120027545,Dry,1.0
T20120027546,Dry,1.0
T20120027547,Dry,1.0
T20120027551,Dry,1.0
T20120027552,Dry,1.0
T20120027556,Dry,1.0
T20120027558,Dry,1.0
T20120027561,Dry,1.0
T20120027562,Dry,1.0
T20120027563,Dry,1.0
T20120027564,Dry,1.0
T20120027568,Dry,1.0
T20120027569,Dry,1.0
T20120027570,Dry,1.0
T20120027572,Dry,1.0
T20120027574,Dry,1.0
T20120027575,Dry,1.0
T20120027576,Dry,1.0
T20120027577,Dry,1.0
T20120027579,Dry,1.0
T20120027580,Dry,1.0
T20120027585,Dry,1.0
T20120027588,Dry,1.0
T20120027589,Dry,1.0
T20120027593,Dry,1.0
T20120027595,Dry,1.0
T20120027596,Dry,1.0
T20120027599,Dry,1.0
T20120027603,Dry,1.0
T20120027609,Dry,1.0
T20120027610,Dry,1.0
T20120027612,Dry,1.0
T20120027616,Wet,2.0
T20120027620,Dry,1.0
T20120027621,Dry,1.0
T20120027628,Dry,1.0
T20120027629,Dry,1.0
T20120027630,Dry,1.0
T20120027633,Dry,1.0
T20120027634,Dry,1.0
T20120027637,Dry,1.0
T20120027640,Dry,1.0
T20120027641,Dry,1.0
T20120027642,Dry,1.0
T20120027644,Dry,1.0
T20120027649,Dry,1.0
T20120027651,Dry,1.0
T20120027654,Dry,1.0
T20120027656,Dry,1.0
T20120027660,Dry,1.0
T20120027666,Dry,1.0
T20120027669,Dry,1.0
T20120027670,Dry,1.0
T20120027673,Dry,1.0
T20120027676,Dry,1.0
T20120027677,Dry,1.0
T20120027679,Dry,1.0
T20120027681,Dry,1.0
T20120027682,Dry,1.0
T20120027683,Dry,1.0
T20120027684,Dry,1.0
T20120027685,Dry,1.0
T20120027686,Dry,1.0
T20120027688,Dry,1.0
T20120027694,Dry,1.0
T20120027695,Dry,1.0
T20120027696,Dry,1.0
T20120027697,Dry,1.0
T20120027698,Dry,1.0
T20120027699,Dry,1.0
T20120027700,Dry,1.0
T20120027702,Dry,1.0
T20120027704,Dry,1.0
T20120027706,Dry,1.0
T20120027707,Dry,1.0
T20120027708,Dry,1.0
T20120027709,Dry,1.0
T20120027710,Dry,1.0
T20120027714,Dry,1.0
T20120027715,Dry,1.0
T20120027716,Dry,1.0
T20120027718,Dry,1.0
T20120027719,Dry,1.0
T20120027720,Dry,1.0
T20120027721,Dry,1.0
T20120027723,Dry,1.0
T20120027725,Dry,1.0
T20120027726,Dry,1.0
T20120027728,Dry,1.0
T20120027729,Dry,1.0
T20120027732,Dry,1.0
T20120027733,Dry,1.0
T20120027736,Dry,1.0
T20120027745,Dry,1.0
T20120027748,Dry,1.0
T20120027752,Dry,1.0
T20120027753,Dry,1.0
T20120027755,Dry,1.0
T20120027757,Dry,1.0
T20120027761,Dry,1.0
T20120027763,Dry,1.0
T20120027765,Dry,1.0
T20120027766,Dry,1.0
T20120027767,Dry,1.0
T20120027768,Dry,1.0
T20120027769,Dry,1.0
T20120027773,Dry,1.0
T20120027774,Dry,1.0
T20120027778,Dry,1.0
T20120027780,Dry,1.0
T20120027786,Dry,1.0
T20120027788,Dry,1.0
T20120027789,Dry,1.0
T20120027791,Dry,1.0
T20120027792,Dry,1.0
T20120027793,Dry,1.0
T20120027794,Dry,1.0
T20120027796,Dry,1.0
T20120027800,Dry,1.0
T20120027804,Dry,1.0
T20120027805,Dry,1.0
T20120027806,Dry,1.0
T20120027810,Dry,1.0
T20120027811,Dry,1.0
T20120027812,Dry,1.0
T20120027819,Dry,1.0
T20120027822,Dry,1.0
T20120027823,Dry,1.0
T20120027824,Dry,1.0
T20120027825,Dry,1.0
T20120027826,Dry,1.0
T20120027827,Dry,1.0
T20120027829,Dry,1.0
T20120027830,Dry,1.0
T20120027832,Dry,1.0
T20120027835,Dry,1.0
T20120027837,Dry,1.0
T20120027838,Dry,1.0
T20120027839,Dry,1.0
T20120027842,Dry,1.0
T20120027843,Dry,1.0
T20120027851,Dry,1.0
T20120027854,Dry,1.0
T20120027856,Dry,1.0
T20120027858,Dry,1.0
T20120027861,Dry,1.0
T20120027862,Dry,1.0
T20120027865,Dry,1.0
T20120027866,Dry,1.0
T20120027867,Dry,1.0
T20120027869,Dry,1.0
T20120027873,Dry,1.0
T20120027874,Dry,1.0
T20120027878,Dry,1.0
T20120027880,Dry,1.0
T20120027882,Dry,1.0
T20120027886,Dry,1.0
T20120027889,Wet,2.0
T20120027891,Wet,2.0
T20120027893,Dry,1.0
T20120027896,Dry,1.0
T20120027898,Dry,1.0
T20120027899,Dry,1.0
T20120027900,Dry,1.0
T20120027901,Wet,2.0
T20120027905,Dry,1.0
T20120027906,Dry,1.0
T20120027907,Dry,1.0
T20120027908,Wet,2.0
T20120027909,Wet,2.0
T20120027912,Wet,2.0
T20120027913,Dry,1.0
T20120027914,Dry,1.0
T20120027915,Dry,1.0
T20120027916,Wet,2.0
T20120027919,Wet,2.0
T20120027920,Wet,2.0
T20120027921,Wet,2.0
T20120027922,Wet,2.0
T20120027923,Dry,1.0
T20120027925,Dry,1.0
T20120027929,Wet,2.0
T20120027933,Wet,2.0
T20120027941,Wet,2.0
T20120027942,Wet,2.0
T20120027943,Wet,2.0
T20120027944,Wet,2.0
T20120027947,Dry,1.0
T20120027951,Wet,2.0
T20120027952,Wet,2.0
T20120027953,Wet,2.0
T20120027954,Wet,2.0
T20120027957,Wet,2.0
T20120027962,Wet,2.0
T20120027967,Wet,2.0
T20120027969,Wet,2.0
T20120027970,Dry,1.0
T20120027971,Wet,2.0
T20120027973,Wet,2.0
T20120027974,Wet,2.0
T20120027975,Wet,2.0
T20120027976,Wet,2.0
T20120027977,Wet,2.0
T20120027982,Wet,2.0
T20120027984,Wet,2.0
T20120027987,Dry,1.0
T20120027988,Wet,2.0
T20120027989,Wet,2.0
T20120027990,Dry,1.0
T20120027993,Dry,1.0
T20120027994,Wet,2.0
T20120027997,Wet,2.0
T20120027999,Wet,2.0
T20120028001,Wet,2.0
T20120028004,Wet,2.0
T20120028005,Wet,2.0
T20120028007,Wet,2.0
T20120028008,Wet,2.0
T20120028010,Wet,2.0
T20120028012,Wet,2.0
T20120028014,Dry,1.0
T20120028015,Wet,2.0
T20120028017,Wet,2.0
T20120028019,Dry,1.0
T20120028020,Wet,2.0
T20120028022,Wet,2.0
T20120028024,Dry,1.0
T20120028026,Dry,1.0
T20120028027,Dry,1.0
T20120028029,Dry,1.0
T20120028037,Dry,1.0
T20120028040,Wet,2.0
T20120028044,Dry,1.0
T20120028047,Wet,2.0
T20120028048,Dry,1.0
T20120028049,Wet,2.0
T20120028051,Wet,2.0
T20120028055,Dry,1.0
T20120028057,Wet,2.0
T20120028065,Dry,1.0
T20120028066,Dry,1.0
T20120028068,Dry,1.0
T20120028069,Dry,1.0
T20120028071,Dry,1.0
T20120028073,Dry,1.0
T20120028074,Dry,1.0
T20120028075,Dry,1.0
T20120028079,Dry,1.0
T20120028080,Wet,2.0
T20120028081,Dry,1.0
T20120028084,Dry,1.0
T20120028085,Dry,1.0
T20120028086,Dry,1.0
T20120028087,Dry,1.0
T20120028093,Dry,1.0
T20120028095,Wet,2.0
T20120028097,Dry,1.0
T20120028102,Dry,1.0
T20120028103,Dry,1.0
T20120028105,Wet,2.0
T20120028106,Dry,1.0
T20120028110,Dry,1.0
T20120028113,Wet,2.0
T20120028115,Dry,1.0
T20120028116,Wet,2.0
T20120028118,Dry,1.0
T20120028121,Dry,1.0
T20120028123,Dry,1.0
T20120028125,Dry,1.0
T20120028128,Dry,1.0
T20120028130,Dry,1.0
T20120028135,Dry,1.0
T20120028139,Wet,2.0
T20120028144,Dry,1.0
T20120028147,Wet,2.0
T20120028148,Dry,1.0
T20120028154,Dry,1.0
T20120028155,Dry,1.0
T20120028156,Dry,1.0
T20120028158,Dry,1.0
T20120028162,Wet,2.0
T20120028163,Dry,1.0
T20120028164,Dry,1.0
T20120028167,Dry,1.0
T20120028170,Dry,1.0
T20120028171,Dry,1.0
T20120028173,Dry,1.0
T20120028177,Dry,1.0
T20120028178,Dry,1.0
T20120028182,Dry,1.0
T20120028183,Dry,1.0
T20120028186,Dry,1.0
T20120028193,Dry,1.0
T20120028196,Dry,1.0
T20120028202,Dry,1.0
T20120028206,Dry,1.0
T20120028208,Dry,1.0
T20120028211,Dry,1.0
T20120028212,Dry,1.0
T20120028213,Dry,1.0
T20120028214,Dry,1.0
T20120028215,Dry,1.0
T20120028216,Dry,1.0
T20120028217,Dry,1.0
T20120028218,Dry,1.0
T20120028220,Dry,1.0
T20120028222,Dry,1.0
T20120028226,Dry,1.0
T20120028229,Dry,1.0
T20120028232,Dry,1.0
T20120028235,Dry,1.0
T20120028238,Dry,1.0
T20120028239,Dry,1.0
T20120028240,Wet,2.0
T20120028241,Dry,1.0
T20120028242,Wet,2.0
T20120028244,Dry,1.0
T20120028246,Dry,1.0
T20120028247,Dry,1.0
T20120028249,Dry,1.0
T20120028251,Dry,1.0
T20120028254,Dry,1.0
T20120028259,Dry,1.0
T20120028261,Dry,1.0
T20120028265,Dry,1.0
T20120028266,Dry,1.0
T20120028268,Dry,1.0
T20120028271,Dry,1.0
T20120028273,Dry,1.0
T20120028274,Dry,1.0
T20120028275,Dry,1.0
T20120028281,Dry,1.0
T20120028285,Dry,1.0
T20120028286,Dry,1.0
T20120028288,Dry,1.0
T20120028289,Dry,1.0
T20120028292,Dry,1.0
T20120028296,Dry,1.0
T20120028300,Dry,1.0
T20120028301,Dry,1.0
T20120028302,Dry,1.0
T20120028303,Dry,1.0
T20120028304,Dry,1.0
T20120028305,Dry,1.0
T20120028306,Dry,1.0
T20120028308,Dry,1.0
T20120028310,Dry,1.0
T20120028311,Dry,1.0
T20120028313,Dry,1.0
T20120028314,Dry,1.0
T20120028315,Dry,1.0
T20120028317,Dry,1.0
T20120028319,Dry,1.0
T20120028320,Dry,1.0
T20120028323,Dry,1.0
T20120028328,Dry,1.0
T20120028329,Dry,1.0
T20120028330,Dry,1.0
T20120028331,Dry,1.0
T20120028332,Dry,1.0
T20120028333,Dry,1.0
T20120028335,Dry,1.0
T20120028339,Dry,1.0
T20120028342,Dry,1.0
T20120028346,Dry,1.0
T20120028348,Dry,1.0
T20120028349,Dry,1.0
T20120028350,Dry,1.0
T20120028352,Dry,1.0
T20120028355,Dry,1.0
T20120028356,Dry,1.0
T20120028358,Dry,1.0
T20120028362,Dry,1.0
T20120028364,Dry,1.0
T20120028368,Dry,1.0
T20120028369,Dry,1.0
T20120028371,Dry,1.0
T20120028372,Wet,2.0
T20120028373,Dry,1.0
T20120028375,Dry,1.0
T20120028376,Dry,1.0
T20120028377,Dry,1.0
T20120028380,Wet,2.0
